venue,title,authors,abstract,year,link,doi,pages,rank,peer_reviewed,area,gpt_confidence,gpt_note,file,original,type,publisher,acronym
ACM Asia Conference on Computer and Communications Security,Hardware Performance Counters Can Detect Malware: Myth or Fact?,"Zhou, Boyou; Gupta, Anmol; Jahanshahi, Rasoul; Egele, Manuel; Joshi, Ajay","The ever-increasing prevalence of malware has led to the explorations of various detection mechanisms. Several recent works propose to use Hardware Performance Counters (HPCs) values with machine learning classification models for malware detection. HPCs are hardware units that record low-level micro-architectural behavior, such as cache hits/misses, branch (mis)prediction, and load/store operations. However, this information does not reliably capture the nature of the application, i.e. whether it is benign or malicious. In this paper, we claim and experimentally support that using the micro-architectural level information obtained from HPCs cannot distinguish between benignware and malware. We evaluate the fidelity of malware detection using HPCs. We perform quantitative analysis using Principal Component Analysis (PCA) to systematically select micro-architectural events that have the most predictive powers. We then run 1,924 programs, 962 benignware and 962 malware, on our experimental setups. We achieve 83.39%, 84.84%, 83.59%, 75.01%, 78.75%, and 14.32% F1-score (a metric of detection rates) of Decision Tree (DT), Random Forest (RF), K Nearest Neighbors (KNN), Adaboost, Neural Net (NN), and Naive Bayes, respectively. We cross-validate our models 1,000 times to show the distributions of detection rates in various models. Our cross-validation analysis shows that many of the experiments produce low F1-scores. The F1-score of models in DT, RF, KNN, Adaboost, NN, and Naive Bayes is 80.22%, 81.29%, 80.22%, 70.32%, 35.66%, and 9.903%, respectively. To further highlight the incapability of malware detection using HPCs, we show that one benignware (Notepad++) infused with malware (ransomware) cannot be detected by HPC-based malware detection.",2018,https://doi.org/10.1145/3196494.3196515,10.1145/3196494.3196515,12,top-tier,yes,computer and communications security,0.9,"ASIACCS is a well-regarded conference under the ACM SIGSAC umbrella, focusing on computer and communication security in the Asia region, known for rigorous peer-review and high research impact.",acm_venues.csv,Proceedings of the 2018 on Asia Conference on Computer and Communications Security,NA,ACM,NA
ACM Asia Conference on Computer and Communications Security,PARL: Poisoning Attacks Against Reinforcement Learning-based Recommender Systems,"Du, Linkang; Yuan, Quan; Chen, Min; Sun, Mingyang; Cheng, Peng; Chen, Jiming; Zhang, Zhikun","Recommender systems predict and suggest relevant options to users in various domains, such as e-commerce, streaming services, and social media. Recently, deep reinforcement learning (DRL)-based recommendation systems have become increasingly popular in academics and industry since DRL can characterize the long-term interaction between the system and users to achieve a better recommendation experience, e.g., Netflix, Spotify, Google, and YouTube.This paper demonstrates that an adversary can manipulate the DRL-based recommender system by injecting carefully designed user-system interaction records. The poisoning attack against the DRL-based recommender system is formulated as a non-convex integer programming problem. To solve the problem, we proposed a three-phase mechanism (called PARL) to maximize the hit ratio (the proportion of recommendations that result in actual user interactions, such as clicks, purchases, or other relevant actions) while avoiding easy detection. The core idea of PARL is to improve the ranking of the target item while fixing the rankings of other items. Considering the sequential decision-making characteristics of DRL, PARL rearranges the items' order of the fake users to mimic the normal users' sequential features, an aspect usually overlooked in existing work. Our experiments on three real-world datasets demonstrate the effectiveness of PARL and better concealment against the detection techniques. PARL is open-sourced at https://github.com/PARL-RS/PARL.",2024,https://doi.org/10.1145/3634737.3637660,10.1145/3634737.3637660,14,top-tier,yes,security,0.95,"AsiaCCS is a well-respected venue associated with SIGSAC, focusing on security and privacy issues. It is recognized as a top-tier conference in the security and privacy community, providing high-quality research papers.",acm_venues.csv,Proceedings of the 19th ACM Asia Conference on Computer and Communications Security,NA,ACM,NA
ACM Asia Conference on Computer and Communications Security,POSTER: A Teacher-Student with Human Feedback Model for Human-AI Collaboration in Cybersecurity,"Chowdhury, Abdullahi; Nguyen, Hung; Ashenden, Debi; Pogrebna, Ganna","We have developed a novel ’Teacher-Student with human feedback’ model for Human-Artificial Intelligence (AI) collaborations in cybersecurity tasks. In our model, AI furnishes sufficient information about its decision-making process to enable human agents to provide feedback to improve the model. Our key innovations include: enhancing the interpretability of AI models by analyzing falsely detected samples using LIME and SHAP values; developing a novel posthoc explanation-based dynamic teacher-student model to address concept drift or concept shift; integrating human experts’ feedback on falsely detected samples to increase accuracy, precision, and recall values, without retraining the entire model; establishing a list of attack-based feature values for human experts to promote reproducibility. We show in experiments with real data and threat detection tasks that our model significantly improves the accuracy of existing AI algorithms for these tasks.",2023,https://doi.org/10.1145/3579856.3592829,10.1145/3579856.3592829,3,top-tier,yes,computer and communications security,0.9,"The ACM Asia Conference on Computer and Communications Security (AsiaCCS) is a recognized academic conference in cybersecurity, established by ACM. It is peer-reviewed and widely considered a top-tier venue due to its strict acceptance rates and high-quality research presentations.",acm_venues.csv,Proceedings of the 2023 ACM Asia Conference on Computer and Communications Security,NA,ACM,NA
ACM Conference on Economics and Computation,Variance-Weighted Estimators to Improve Sensitivity in Online Experiments,"Liou, Kevin; Taylor, Sean J.","As companies increasingly rely on experiments to make product decisions, precisely measuring changes in key metrics is important. Various methods to increase sensitivity in experiments have been proposed, including methods that use pre-experiment data, machine learning, and more advanced experimental designs. However, prior work has not explored modeling heterogeneity in the variance of individual experimental users. We propose a more sensitive treatment effect estimator that relies on estimating the individual variances of experimental users using pre-experiment data. We show that that weighted estimators using individual-level variance estimates can reduce the variance of treatment effect estimates, and prove that the coefficient of variation of the sample population variance is a sufficient statistic for determining the scale of possible variance reduction. We provide empirical results from case studies at Facebook demonstrating the effectiveness of this approach, where the average experiment achieved a 17% reduction in variance with minimal impact on bias.",2020,https://doi.org/10.1145/3391403.3399542,10.1145/3391403.3399542,14,top-tier,yes,economics and computation,0.9,"The ACM Conference on Economics and Computation is a leading conference that combines computer science, economics, and game theory, attracting high-quality research. It is well-regarded in its field and is known for rigorous peer-review.",acm_venues.csv,Proceedings of the 21st ACM Conference on Economics and Computation,NA,ACM,NA
ACM Conference on Economics and Computation,AI Oversight and Human Mistakes: Evidence from Centre Court,"Almog, David; Gauriot, Romain; Page, Lionel; Martin, Daniel","Powered by the increasing predictive capabilities of machine learning algorithms, artificial intelligence (AI) systems have acquired the ability to improve outcomes by overruling human mistakes. However, to assess the full impact of adding AI oversight, we must understand whether its presence alters human decision-making. While a large amount of research has focused on how humans respond when being assisted by AI, very little is known about how humans respond when their decisions might be overruled by AI. Because being overruled can carry psychological costs (e.g., shame and embarrassment of being overruled) and psychological benefits (e.g., relief at having their mistakes fixed), individuals might alter their decision-making under AI oversight. We provide the first field evidence that AI oversight carries psychological costs that can impact human decision-making.",2024,https://doi.org/10.1145/3670865.3673481,10.1145/3670865.3673481,3,top-tier,yes,economics and computation,0.9,"The ACM Conference on Economics and Computation (EC) is a highly respected venue focusing on the intersection of computer science and economics, making it top-tier in its field. It is peer-reviewed to ensure high-quality contributions.",acm_venues.csv,Proceedings of the 25th ACM Conference on Economics and Computation,NA,ACM,NA
ACM Conference on Economics and Computation,Coarse Personalization,"Zhang, Walter; Misra, Sanjog","Advances in estimating heterogeneous treatment effects enable firms to personalize marketing mix elements and target individuals at an unmatched level of granularity, but feasibility constraints limit such personalization. In practice, firms choose which unique treatments to offer and which individuals to offer these treatments with the goal of maximizing profits: we call this the coarse personalization problem. We propose a two-step solution that makes segmentation and targeting decisions in concert. First, the firm personalizes by estimating conditional average treatment effects. Second, the firm discretizes by utilizing treatment effects to choose which unique treatments to offer and who to assign to these treatments. We show that a combination of available machine learning tools for estimating heterogeneous treatment effects and a novel application of optimal transport methods provides a viable and efficient solution. With data from a large-scale field experiment for promotions management, we find that our methodology outperforms extant approaches that segment on consumer characteristics or preferences and those that only search over a prespecified grid. Using our procedure, the firm recoups over 99.5% of its expected incremental profits under fully granular personalization while offering only five unique treatments. We conclude by discussing how coarse personalization arises in other domains.https://arxiv.org/abs/2204.05793",2024,https://doi.org/10.1145/3670865.3673540,10.1145/3670865.3673540,3,top-tier,yes,economics and computation,0.9,"The ACM Conference on Economics and Computation (EC) is a highly respected venue focusing on the intersection of computer science and economics, making it top-tier in its field. It is peer-reviewed to ensure high-quality contributions.",acm_venues.csv,Proceedings of the 25th ACM Conference on Economics and Computation,NA,ACM,NA
ACM Conference on Economics and Computation,"The Good, the Bad, and the Unflinchingly Selfish: Cooperative Decision-Making can be Predicted with high Accuracy when using only Three Behavioral Types","Epstein, Ziv; Peysakhovich, Alexander; Rand, David G.","The human willingness to pay costs to benefit anonymous others is often explained by social preferences: rather than only valuing their own material payoff, people also care in some fashion about the outcomes of others. But how successful is this concept of outcome-based social preferences for actually predicting out-of-sample behavior? We investigate this question by having 1067 human subjects each make 20 cooperation decisions, and using machine learning to predict their last 5 choices based on their first 15. We find that decisions can be predicted with high accuracy by models that include outcome-based features and allow for heterogeneity across individuals in baseline cooperativeness and the weights placed on the outcome-based features (AUC=0.89). It is not necessary, however, to have a fully heterogeneous model – excellent predictive power (AUC=0.88) is achieved by a model that allows three different sets of baseline cooperativeness and feature weights (i.e. three behavioral types), defined based on the participant's cooperation frequency in the 15 training trials: those who cooperated at least half the time, those who cooperated less than half the time, and those who never cooperated. Finally, we provide evidence that this inclination to cooperate cannot be well proxied by other personality/morality survey measures or demographics, and thus is a natural kind (or ""cooperative phenotype"").",2016,https://doi.org/10.1145/2940716.2940761,10.1145/2940716.2940761,13,top-tier,yes,economics and computation,0.9,"The ACM Conference on Economics and Computation (EC) is a reputable conference that focuses on the intersection of economics and computational approaches, known for rigorous peer review and high impacts in both fields.",acm_venues.csv,Proceedings of the 2016 ACM Conference on Economics and Computation,NA,ACM,NA
ACM Conference on Economics and Computation,Understanding Iterative Combinatorial Auction Designs via Multi-Agent Reinforcement Learning,"d'Eon, Greg; Newman, Neil; Leyton-Brown, Kevin","Iterative combinatorial auctions are widely used in high stakes settings such as spectrum auctions. Such auctions can be hard to analyze, making it difficult for bidders to determine how to behave and for designers to optimize auction rules to ensure desirable outcomes such as high revenue or welfare. In this paper, we investigate whether multi-agent reinforcement learning (MARL) algorithms can be used to understand iterative combinatorial auctions, given that these algorithms have recently shown empirical success in several other domains. We find that MARL can indeed benefit auction analysis, but that deploying it effectively is nontrivial. We begin by describing modelling decisions that keep the resulting game tractable without sacrificing important features such as imperfect information or asymmetry between bidders. We also discuss how to navigate pitfalls of various MARL algorithms, how to overcome challenges in verifying convergence, and how to generate and interpret multiple equilibria. We illustrate the promise of our resulting approach by using it to evaluate a specific rule change to a clock auction, finding substantially different auction outcomes due to complex changes in bidders' behavior.",2024,https://doi.org/10.1145/3670865.3673644,10.1145/3670865.3673644,29,top-tier,yes,economics and computation,0.9,"The ACM Conference on Economics and Computation (EC) is a highly respected venue focusing on the intersection of computer science and economics, making it top-tier in its field. It is peer-reviewed to ensure high-quality contributions.",acm_venues.csv,Proceedings of the 25th ACM Conference on Economics and Computation,NA,ACM,NA
ACM Conference on Embedded Networked Sensor Systems (SenSys),Attention-Based Deep Bayesian Counting For AI-Augmented Agriculture,"Wang, Yucheng; Gu, Mengmeng; Zhou, Mingyuan; Qian, Xiaoning","Object counting in images has been studied extensively, in particular using deep network models recently. The existing counting models typically output the point estimates of the object counts in given images. However, none of these can provide reliable uncertainty quantification of the derived count estimates, which is critical for consequent decision making when adopting these counting models in real-world applications. In this paper, we propose a novel deep counting model in a Bayesian framework. With the designed Bayesian attention module and Bayesian counting loss function, our deep Bayesian counting model not only improves the accuracy of count estimates with varying object and background appearance; but also enables their uncertainty quantification. We specifically focus on plant counting, which plays important roles in AI-augmented agriculture, for example crop yield estimates and farm management. Our ablation studies and experiments with the real-world agriculture data in the Global Wheat dataset have demonstrated that our deep Bayesian counting model obtains high count estimation accuracy as well as reliable uncertainty quantification. In addition, with the integrated Bayesian attention modules, it may help improve the interpretability of the derived count estimates, especially when the distribution of the interested plants in images is heterogeneous.",2023,https://doi.org/10.1145/3560905.3568417,10.1145/3560905.3568417,7,top-tier,yes,"computer science, sensor systems",1,"The ACM Conference on Embedded Networked Sensor Systems (SenSys) is a prestigious and highly-ranked conference in the field of sensor systems, widely recognized for its rigorous peer-review process and impactful research.",acm_venues.csv,Proceedings of the 20th ACM Conference on Embedded Networked Sensor Systems,NA,ACM,NA
"ACM Conference on Fairness, Accountability, and Transparency",“How Biased are Your Features?”: Computing Fairness Influence Functions with Global Sensitivity Analysis,"Ghosh, Bishwamittra; Basu, Debabrota; Meel, Kuldeep S.","Fairness in machine learning has attained significant focus due to the widespread application in high-stake decision-making tasks. Unregulated machine learning classifiers can exhibit bias towards certain demographic groups in data, thus the quantification and mitigation of classifier bias is a central concern in fairness in machine learning. In this paper, we aim to quantify the influence of different features in a dataset on the bias of a classifier. To do this, we introduce the Fairness Influence Function (FIF). This function breaks down bias into its components among individual features and the intersection of multiple features. The key idea is to represent existing group fairness metrics as the difference of the scaled conditional variances in the classifier’s prediction and apply a decomposition of variance according to global sensitivity analysis. To estimate FIFs, we instantiate an algorithm that applies variance decomposition of classifier’s prediction following local regression. Experiments demonstrate that captures FIFs of individual feature and intersectional features, provides a better approximation of bias based on FIFs, demonstrates higher correlation of FIFs with fairness interventions, and detects changes in bias due to fairness affirmative/punitive actions in the classifier. The code is available at https://github.com/ReAILe/bias-explainer. The extended version of the paper is at https://arxiv.org/pdf/2206.00667.pdf.",2023,https://doi.org/10.1145/3593013.3593983,10.1145/3593013.3593983,11,top-tier,yes,"fairness, accountability, and transparency in ai",0.95,ACM FAccT is a prestigious conference focusing on critical issues in AI and machine learning. It is highly regarded in the academic community for its rigorous peer-review process and impact on the field.,acm_venues.csv,"Proceedings of the 2023 ACM Conference on Fairness, Accountability, and Transparency",NA,ACM,NA
"ACM Conference on Fairness, Accountability, and Transparency",“There Is Not Enough Information”: On the Effects of Explanations on Perceptions of Informational Fairness and Trustworthiness in Automated Decision-Making,"Schoeffer, Jakob; Kuehl, Niklas; Machowski, Yvette","Automated decision systems (ADS) are increasingly used for consequential decision-making. These systems often rely on sophisticated yet opaque machine learning models, which do not allow for understanding how a given decision was arrived at. In this work, we conduct a human subject study to assess people’s perceptions of informational fairness (i.e., whether people think they are given adequate information on and explanation of the process and its outcomes) and trustworthiness of an underlying ADS when provided with varying types of information about the system. More specifically, we instantiate an ADS in the area of automated loan approval and generate different explanations that are commonly used in the literature. We randomize the amount of information that study participants get to see by providing certain groups of people with the same explanations as others plus additional explanations. From our quantitative analyses, we observe that different amounts of information as well as people’s (self-assessed) AI literacy significantly influence the perceived informational fairness, which, in turn, positively relates to perceived trustworthiness of the ADS. A comprehensive analysis of qualitative feedback sheds light on people’s desiderata for explanations, among which are (i) consistency (both with people’s expectations and across different explanations), (ii) disclosure of monotonic relationships between features and outcome, and (iii) actionability of recommendations.",2022,https://doi.org/10.1145/3531146.3533218,10.1145/3531146.3533218,13,top-tier,yes,"computer science, ethics, social impact",0.9,"ACM FAccT is a highly regarded conference in the interdisciplinary space at the intersection of technology and ethics. It is well-cited and attracts significant contributions from leading researchers, indicating its top-tier status.",acm_venues.csv,"Proceedings of the 2022 ACM Conference on Fairness, Accountability, and Transparency",NA,ACM,NA
"ACM Conference on Fairness, Accountability, and Transparency",A Causal Perspective on Label Bias,"Mhasawade, Vishwali; D'Amour, Alexander; Pfohl, Stephen R","Predictive models developed with machine learning techniques are commonly used to inform decision making and resource allocation in high-stakes contexts, such as healthcare and public health. One means through which this practice may propagate equity-related harms is when the data used for model development or evaluation exhibits label bias. In such cases, the target of prediction is a proxy label of a construct of interest that may be difficult or impossible to measure, while the relationship between the proxy and the construct of interest differs systematically across subgroups. Label bias can be especially challenging to identify and mitigate in practice because consequential fairness violations are masked when the model is evaluated with respect to the proxy label. In this work, we aim to develop further formal understanding of label bias to inform the development of approaches for the identification and mitigation of it. To do so, we present desiderata for unbiased and biased proxy labels, introduce candidate causal graphical criteria for label bias, and consider the extent to which proxy labels can be used to reason about fairness with respect to a true construct of interest. We validate our findings with a simulation study and experiments with synthetic health insurance data used in the context of a care management system.",2024,https://doi.org/10.1145/3630106.3658972,10.1145/3630106.3658972,13,top-tier,yes,"fairness, accountability, and transparency in computing",1,"ACM FAccT is recognized as a premier venue for research on fairness, accountability, and transparency in computing. It is rigorously peer-reviewed and attracts high-quality submissions, indicating its top-tier status.",acm_venues.csv,"Proceedings of the 2024 ACM Conference on Fairness, Accountability, and Transparency",NA,ACM,NA
"ACM Conference on Fairness, Accountability, and Transparency",On the Existence of Simpler Machine Learning Models,"Semenova, Lesia; Rudin, Cynthia; Parr, Ronald","It is almost always easier to find an accurate-but-complex model than an accurate-yet-simple model. Finding optimal, sparse, accurate models of various forms (linear models with integer coefficients, decision sets, rule lists, decision trees) is generally NP-hard. We often do not know whether the search for a simpler model will be worthwhile, and thus we do not go to the trouble of searching for one. In this work, we ask an important practical question: can accurate-yet-simple models be proven to exist, or shown likely to exist, before explicitly searching for them? We hypothesize that there is an important reason that simple-yet-accurate models often do exist. This hypothesis is that the size of the Rashomon set is often large, where the Rashomon set is the set of almost-equally-accurate models from a function class. If the Rashomon set is large, it contains numerous accurate models, and perhaps at least one of them is the simple model we desire. In this work, we formally present the Rashomon ratio as a new gauge of simplicity for a learning problem, depending on a function class and a data set. The Rashomon ratio is the ratio of the volume of the set of accurate models to the volume of the hypothesis space, and it is different from standard complexity measures from statistical learning theory. Insight from studying the Rashomon ratio provides an easy way to check whether a simpler model might exist for a problem before finding it, namely whether several different machine learning methods achieve similar performance on the data. In that sense, the Rashomon ratio is a powerful tool for understanding why and when an accurate-yet-simple model might exist. If, as we hypothesize in this work, many real-world data sets admit large Rashomon sets, the implications are vast: it means that simple or interpretable models may often be used for high-stakes decisions without losing accuracy.",2022,https://doi.org/10.1145/3531146.3533232,10.1145/3531146.3533232,32,top-tier,yes,"computer science, ethics, social impact",0.9,"ACM FAccT is a highly regarded conference in the interdisciplinary space at the intersection of technology and ethics. It is well-cited and attracts significant contributions from leading researchers, indicating its top-tier status.",acm_venues.csv,"Proceedings of the 2022 ACM Conference on Fairness, Accountability, and Transparency",NA,ACM,NA
"ACM Conference on Fairness, Accountability, and Transparency",On the Impact of Explanations on Understanding of Algorithmic Decision-Making,"Schmude, Timothée; Koesten, Laura; Möller, Torsten; Tschiatschek, Sebastian","Ethical principles for algorithms are gaining importance as more and more stakeholders are affected by ""high-risk"" algorithmic decision-making (ADM) systems. Understanding how these systems work enables stakeholders to make informed decisions and to assess the systems’ adherence to ethical values. Explanations are a promising way to create understanding, but current explainable artificial intelligence (XAI) research does not always consider existent theories on how understanding is formed and evaluated. In this work, we aim to contribute to a better understanding of understanding by conducting a qualitative task-based study with 30 participants, including users and affected stakeholders. We use three explanation modalities (textual, dialogue, and interactive) to explain a ""high-risk"" ADM system to participants and analyse their responses both inductively and deductively, using the ""six facets of understanding"" framework by Wiggins &amp; McTighe [63]. Our findings indicate that the ""six facets"" framework is a promising approach to analyse participants’ thought processes in understanding, providing categories for both rational and emotional understanding. We further introduce the ""dialogue"" modality as a valid explanation approach to increase participant engagement and interaction with the ""explainer"", allowing for more insight into their understanding in the process. Our analysis further suggests that individuality in understanding affects participants’ perceptions of algorithmic fairness, demonstrating the interdependence between understanding and ADM assessment that previous studies have outlined. We posit that drawing from theories on learning and understanding like the ""six facets"" and leveraging explanation modalities can guide XAI research to better suit explanations to learning processes of individuals and consequently enable their assessment of ethical values of ADM systems.",2023,https://doi.org/10.1145/3593013.3594054,10.1145/3593013.3594054,12,top-tier,yes,"fairness, accountability, and transparency in ai",0.95,ACM FAccT is a prestigious conference focusing on critical issues in AI and machine learning. It is highly regarded in the academic community for its rigorous peer-review process and impact on the field.,acm_venues.csv,"Proceedings of the 2023 ACM Conference on Fairness, Accountability, and Transparency",NA,ACM,NA
"ACM Conference on Fairness, Accountability, and Transparency",Optimization’s Neglected Normative Commitments,"Laufer, Benjamin; Gilbert, Thomas; Nissenbaum, Helen","Optimization is offered as an objective approach to resolving complex, real-world decisions involving uncertainty and conflicting interests. It drives business strategies as well as public policies and, increasingly, lies at the heart of sophisticated machine learning systems. A paradigm used to approach potentially high-stakes decisions, optimization relies on abstracting the real world to a set of decision(s), objective(s) and constraint(s). Drawing from the modeling process and a range of actual cases, this paper describes the normative choices and assumptions that are necessarily part of using optimization. It then identifies six emergent problems that may be neglected: 1) Misspecified values can yield optimizations that omit certain imperatives altogether or incorporate them incorrectly as a constraint or as part of the objective, 2) Problematic decision boundaries can lead to faulty modularity assumptions and feedback loops, 3) Failing to account for multiple agents’ divergent goals and decisions can lead to policies that serve only certain narrow interests, 4) Mislabeling and mismeasurement can introduce bias and imprecision, 5) Faulty use of relaxation and approximation methods, unaccompanied by formal characterizations and guarantees, can severely impede applicability, and 6) Treating optimization as a justification for action, without specifying the necessary contextual information, can lead to ethically dubious or faulty decisions. Suggestions are given to further understand and curb the harms that can arise when optimization is used wrongfully.",2023,https://doi.org/10.1145/3593013.3593976,10.1145/3593013.3593976,14,top-tier,yes,"fairness, accountability, and transparency in ai",0.95,ACM FAccT is a prestigious conference focusing on critical issues in AI and machine learning. It is highly regarded in the academic community for its rigorous peer-review process and impact on the field.,acm_venues.csv,"Proceedings of the 2023 ACM Conference on Fairness, Accountability, and Transparency",NA,ACM,NA
"ACM Conference on Fairness, Accountability, and Transparency",Organizational Governance of Emerging Technologies: AI Adoption in Healthcare,"Kim, Jee Young; Boag, William; Gulamali, Freya; Hasan, Alifia; Hogg, Henry David Jeffry; Lifson, Mark; Mulligan, Deirdre; Patel, Manesh; Raji, Inioluwa Deborah; Sehgal, Ajai; Shaw, Keo; Tobey, Danny; Valladares, Alexandra; Vidal, David; Balu, Suresh; Sendak, Mark","Private and public sector structures and norms refine how emerging technology is used in practice. In healthcare, despite a proliferation of AI adoption, the organizational governance (i.e. institutional governance) surrounding its use and integration is often poorly understood. What the Health AI Partnership (HAIP) aims to do in this research is to better define the requirements for adequate organizational governance of AI systems in healthcare settings and support health system leaders to make more informed decisions around AI adoption. To work towards this understanding, we first identify how the standards for the AI adoption in healthcare may be designed to be used easily and efficiently. Then, we map out the precise decision points involved in the practical institutional adoption of AI technology within specific health systems. Practically, we achieve this through a multi-organizational collaboration with leaders from major health systems across the United States and key informants from related fields. Working with the consultancy IDEO.org, we were able to conduct usability-testing sessions with healthcare and AI ethics professionals. Usability analysis revealed a prototype structured around mock key decision points that align with how organizational leaders approach technology adoption. Concurrently, we conducted semi-structured interviews with 89 professionals in healthcare and other relevant fields. Using a modified grounded theory approach, we were able to identify 8 key decision points and comprehensive procedures throughout the AI adoption lifecycle. This is one of the most detailed qualitative analyses to date of the current governance structures and processes involved in AI adoption by health systems in the United States. We hope these findings can inform future efforts to build capabilities to promote the safe, effective, and responsible adoption of emerging technologies in healthcare.",2023,https://doi.org/10.1145/3593013.3594089,10.1145/3593013.3594089,22,top-tier,yes,"fairness, accountability, and transparency in ai",0.95,ACM FAccT is a prestigious conference focusing on critical issues in AI and machine learning. It is highly regarded in the academic community for its rigorous peer-review process and impact on the field.,acm_venues.csv,"Proceedings of the 2023 ACM Conference on Fairness, Accountability, and Transparency",NA,ACM,NA
"ACM Conference on Fairness, Accountability, and Transparency",Participation in the age of foundation models,"Suresh, Harini; Tseng, Emily; Young, Meg; Gray, Mary; Pierson, Emma; Levy, Karen","Growing interest and investment in the capabilities of foundation models has positioned such systems to impact a wide array of services, from banking to healthcare. Alongside these opportunities is the risk that these systems reify existing power imbalances and cause disproportionate harm to historically marginalized groups. The larger scale and domain-agnostic manner in which these models operate further heightens the stakes: any errors or harms are liable to reoccur across use cases. In AI &amp; ML more broadly, participatory approaches hold promise to lend agency and decision-making power to marginalized stakeholders, leading to systems that better benefit justice through equitable and distributed governance. But existing approaches in participatory AI/ML are typically grounded in a specific application and set of relevant stakeholders, and it is not straightforward how to apply these lessons to the context of foundation models. Our paper aims to fill this gap. First, we examine existing attempts at incorporating participation into foundation models. We highlight the tension between participation and scale, demonstrating that it is intractable for impacted communities to meaningfully shape a foundation model that is intended to be universally applicable. In response, we develop a blueprint for participatory foundation models that identifies more local, application-oriented opportunities for meaningful participation. In addition to the “foundation” layer, our framework proposes the “subfloor” layer, in which stakeholders develop shared technical infrastructure, norms and governance for a grounded domain such as clinical care, journalism, or finance, and the “surface” (or application) layer, in which affected communities shape the use of a foundation model for a specific downstream task. The intermediate “subfloor” layer scopes the range of potential harms to consider, and affords communities more concrete avenues for deliberation and intervention. At the same time, it avoids duplicative effort by scaling input across relevant use cases. Through three case studies in clinical care, financial services, and journalism, we illustrate how this multi-layer model can create more meaningful opportunities for participation than solely intervening at the foundation layer.",2024,https://doi.org/10.1145/3630106.3658992,10.1145/3630106.3658992,13,top-tier,yes,"fairness, accountability, and transparency in computing",1,"ACM FAccT is recognized as a premier venue for research on fairness, accountability, and transparency in computing. It is rigorously peer-reviewed and attracts high-quality submissions, indicating its top-tier status.",acm_venues.csv,"Proceedings of the 2024 ACM Conference on Fairness, Accountability, and Transparency",NA,ACM,NA
"ACM Conference on Fairness, Accountability, and Transparency",People are not coins: Morally distinct types of predictions necessitate different fairness constraints,"Viganò, Eleonora; Hertweck, Corinna; Heitz, Christoph; Loi, Michele","In a recent paper [1], Brian Hedden has argued that most of the group fairness constraints discussed in the machine learning literature are not necessary conditions for the fairness of predictions, and hence that there are no genuine fairness metrics. This is proven by discussing a special case of a fair prediction. In our paper, we show that Hedden's argument does not hold for the most common kind of predictions used in data science, which are about people and based on data from similar people; we call these “human-group-based practices.” We argue that there is a morally salient distinction between human-group-based practices and those that are based on data of only one person, which we call “human-individual-based practices.” Thus, what may be a necessary condition for the fairness of human-group-based practices may not be a necessary condition for the fairness of human-individual-based practices, on which Hedden's argument is based. Accordingly, the group fairness metrics discussed in the machine learning literature may still be relevant for most applications of prediction-based decision making.",2022,https://doi.org/10.1145/3531146.3534643,10.1145/3531146.3534643,9,top-tier,yes,"computer science, ethics, social impact",0.9,"ACM FAccT is a highly regarded conference in the interdisciplinary space at the intersection of technology and ethics. It is well-cited and attracts significant contributions from leading researchers, indicating its top-tier status.",acm_venues.csv,"Proceedings of the 2022 ACM Conference on Fairness, Accountability, and Transparency",NA,ACM,NA
"ACM Conference on Fairness, Accountability, and Transparency",Preventing Discriminatory Decision-making in Evolving Data Streams,"Wang, Zichong; Saxena, Nripsuta; Yu, Tongjia; Karki, Sneha; Zetty, Tyler; Haque, Israat; Zhou, Shan; Kc, Dukka; Stockwell, Ian; Wang, Xuyu; Bifet, Albert; Zhang, Wenbin","Bias in machine learning has rightly received significant attention over the past decade. However, most fair machine learning (fair-ML) works to address bias in decision-making systems has focused solely on the offline setting. Despite the wide prevalence of online systems in the real world, work on identifying and correcting bias in the online setting is severely lacking. The unique challenges of the online environment make addressing bias more difficult than in the offline setting. First, Streaming Machine Learning (SML) algorithms must deal with the constantly evolving real-time data stream. Secondly, they need to adapt to changing data distributions (concept drift) to make accurate predictions on new incoming data. Incorporating fairness constraints into this already intricate task is not straightforward. In this work, we focus on the challenges of achieving fairness in biased data streams while accounting for the presence of concept drift, accessing one sample at a time. We present Fair Sampling over Stream (FS2), a novel fair rebalancing approach capable of being integrated with SML classification algorithms. Furthermore, we devise the first unified performance-fairness metric, Fairness Bonded Utility (FBU), to efficiently evaluate and compare the trade-offs between performance and fairness across various bias mitigation methods. FBU simplifies the comparison of fairness-performance trade-offs of multiple techniques through one unified and intuitive evaluation, allowing model designers to easily choose a technique. Overall, extensive evaluations show our measures surpass those of other fair online techniques previously reported in the literature.",2023,https://doi.org/10.1145/3593013.3593984,10.1145/3593013.3593984,11,top-tier,yes,"fairness, accountability, and transparency in ai",0.95,ACM FAccT is a prestigious conference focusing on critical issues in AI and machine learning. It is highly regarded in the academic community for its rigorous peer-review process and impact on the field.,acm_venues.csv,"Proceedings of the 2023 ACM Conference on Fairness, Accountability, and Transparency",NA,ACM,NA
